loc,v(g),ev(g),iv(g),defects
129,40,29,6,0
56,6,1,4,0
86,11,9,6,0
15,1,1,1,0
9,1,1,1,0
46,5,1,3,0
152,8,3,8,0
22,1,1,1,0
26,3,1,3,0
20,3,1,3,0
15,2,1,1,0
157,11,5,6,0
8,1,1,1,0
16,2,1,2,0
9,1,1,1,0
56,12,1,7,0
155,22,5,8,0
15,2,1,1,0
12,2,1,2,0
13,2,1,2,0
32,3,1,3,0
79,10,4,6,0
13,1,1,1,0
6,1,1,1,0
19,4,4,3,0
6,1,1,1,0
12,2,1,2,0
17,4,3,2,0
6,1,1,1,0
6,1,1,1,0
15,4,1,2,0
22,4,4,3,0
31,6,5,3,0
8,2,1,2,0
22,7,3,4,0
34,6,1,5,0
79,8,1,6,0
59,8,1,7,0
33,5,1,5,0
12,2,1,2,0
39,5,1,5,0
20,3,1,3,0
17,1,1,1,0
7,1,1,1,0
137,23,1,19,0
36,5,1,4,0
22,1,1,1,0
12,2,1,2,0
13,1,1,1,0
20,1,1,1,0
18,1,1,1,0
19,4,1,3,0
18,1,1,1,0
6,1,1,1,0
13,2,1,1,0
16,2,1,2,0
13,1,1,1,0
54,8,1,8,0
59,1,1,1,0
21,3,1,3,0
5,1,1,1,0
21,2,1,2,0
24,2,1,2,0
32,14,11,1,0
11,2,1,2,0
12,2,1,2,0
8,2,1,1,0
17,1,1,1,0
4,1,1,1,0
20,6,5,3,0
11,2,1,2,0
6,1,1,1,0
67,14,8,5,0
7,1,1,1,0
4,1,1,1,0
5,1,1,1,0
4,1,1,1,0
5,1,1,1,0
4,1,1,1,0
4,1,1,1,0
35,8,5,3,0
20,4,4,3,0
30,5,5,3,0
4,1,1,1,0
28,7,7,4,0
32,6,6,4,0
67,19,19,6,0
19,3,3,1,0
72,5,1,1,0
3,1,1,1,0
9,1,1,1,0
8,1,1,1,0
71,7,1,7,0
14,1,1,1,0
30,3,3,3,0
41,7,1,7,0
15,3,1,2,0
8,1,1,1,0
4,1,1,1,0
8,1,1,1,0
35,3,3,2,0
15,3,3,2,0
5,1,1,1,0
19,6,3,2,0
21,6,4,4,0
6,1,1,1,0
5,1,1,1,0
113,9,1,6,0
176,12,3,7,0
7,1,1,1,0
32,3,1,3,0
33,13,5,2,0
96,13,7,7,0
94,10,8,4,0
163,10,1,9,0
18,4,1,2,0
39,4,1,4,0
6,1,1,1,0
11,3,1,3,0
4,1,1,1,0
5,1,1,1,0
29,8,8,4,0
12,3,1,3,0
59,11,6,6,0
5,2,1,2,0
7,2,1,2,0
14,4,3,2,0
19,4,3,2,0
10,4,3,2,0
9,2,1,2,0
5,2,1,2,0
11,1,1,1,0
8,1,1,1,0
8,1,1,1,0
4,1,1,1,0
33,3,1,3,0
4,1,1,1,0
5,1,1,1,0
15,2,1,2,0
4,1,1,1,0
11,4,3,1,0
30,8,4,4,0
11,4,3,1,0
4,1,1,1,0
23,6,1,6,0
18,4,1,1,0
38,10,3,8,0
7,1,1,1,0
25,3,1,3,0
65,10,1,6,0
4,1,1,1,0
7,2,1,1,0
7,2,1,1,0
7,2,1,1,0
43,15,15,7,0
7,2,1,1,0
7,2,1,1,0
7,2,1,1,0
7,2,1,1,0
5,1,1,1,0
5,2,1,1,0
14,2,1,2,0
17,2,1,2,0
5,1,1,1,0
6,1,1,1,0
141,20,1,17,0
393,74,6,33,0
84,4,1,4,0
53,7,1,5,0
97,32,4,15,0
19,5,3,4,0
26,6,6,1,0
41,4,1,4,0
41,4,1,4,0
36,10,9,9,0
46,10,9,9,0
22,3,1,2,0
28,3,1,2,0
59,9,8,3,0
74,10,7,6,0
37,6,6,3,0
135,25,21,16,0
20,2,1,2,0
21,3,1,1,0
37,6,6,3,0
23,3,1,1,0
70,14,11,6,0
80,9,8,4,0
61,9,9,5,0
125,13,13,7,0
61,9,9,5,0
21,3,1,1,0
29,4,1,2,0
43,8,7,1,0
18,2,1,2,0
21,3,1,1,0
21,5,5,2,0
45,12,12,9,0
21,3,1,1,0
25,4,1,1,0
67,13,8,7,0
167,30,14,9,0
21,3,1,1,0
27,3,1,2,0
33,7,6,4,0
43,6,1,6,0
153,39,33,15,0
106,11,1,7,0
153,36,29,15,0
103,12,1,7,0
21,2,1,1,0
42,8,8,4,0
23,3,1,1,0
41,7,7,6,0
21,3,1,1,0
18,2,1,2,0
21,3,1,1,0
55,7,1,5,0
47,8,7,2,0
101,12,11,6,0
69,16,14,3,0
67,5,1,3,0
55,4,1,2,0
11,1,1,1,0
29,5,5,1,0
21,3,1,1,0
21,3,1,1,0
91,21,1,21,0
15,2,1,2,0
53,4,1,2,0
87,5,1,2,0
32,5,1,2,0
24,4,1,2,0
24,4,1,2,0
26,5,1,1,0
99,13,8,2,0
26,5,1,1,0
26,4,1,2,0
99,14,12,5,0
44,6,6,1,0
48,6,1,2,0
244,46,1,46,0
28,4,1,1,0
111,22,1,18,0
18,2,1,1,0
28,6,3,5,0
22,4,1,4,0
5,1,1,1,0
34,3,1,3,0
6,2,1,2,0
8,1,1,1,0
8,1,1,1,0
45,3,1,3,0
42,3,1,3,0
173,45,39,5,0
31,3,1,2,0
30,3,1,2,0
27,3,1,2,0
27,3,1,2,0
7,17,13,5,0
8,17,13,1,0
9,17,13,5,0
8,9,7,3,0
45,6,1,1,0
39,5,1,5,0
51,10,1,10,0
28,6,1,6,0
47,6,4,4,0
39,5,5,4,0
65,14,1,6,0
27,3,3,3,0
19,13,13,11,0
7,1,1,1,0
13,1,1,1,0
30,8,8,1,0
5,1,1,1,0
26,3,1,2,0
30,5,1,1,0
38,5,1,1,0
89,5,1,1,0
51,9,8,3,0
15,2,1,2,0
36,7,1,4,0
9,1,1,1,0
29,4,4,2,0
19,2,1,2,0
44,5,1,1,0
51,3,1,1,0
76,6,1,3,0
51,9,1,6,0
20,6,1,3,0
14,2,1,2,0
42,4,1,4,0
8,1,1,1,0
9,1,1,1,0
35,1,1,1,0
93,34,32,7,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
14,4,4,1,0
9,1,1,1,0
6,1,1,1,0
4,1,1,1,0
5,1,1,1,0
81,12,6,9,0
4,1,1,1,0
4,1,1,1,0
6,1,1,1,0
8,2,1,2,0
4,1,1,1,0
4,1,1,1,0
62,10,1,5,0
4,1,1,1,0
18,2,1,2,0
4,1,1,1,0
29,3,3,2,0
4,1,1,1,0
51,9,4,6,0
88,14,1,13,0
76,14,1,8,0
14,2,1,2,0
99,7,1,6,0
28,2,1,2,0
4,1,1,1,0
18,3,3,2,0
17,3,3,2,0
17,3,3,2,0
7,1,1,1,0
41,4,3,2,0
51,4,3,2,0
9,1,1,1,0
18,3,1,3,0
37,1,1,1,0
7,1,1,1,0
30,4,1,3,0
24,2,1,1,0
11,2,1,2,0
12,2,1,2,0
7,1,1,1,0
13,2,1,2,0
13,2,1,2,0
8,1,1,1,0
6,1,1,1,0
9,1,1,1,0
59,4,1,2,0
32,4,1,1,0
82,8,6,5,0
88,6,3,3,0
56,8,6,7,0
33,1,1,1,0
276,36,10,8,0
187,23,6,6,0
26,2,1,1,0
15,2,1,1,0
20,2,1,2,0
206,22,1,22,0
60,13,1,12,0
92,13,1,2,0
87,13,1,13,0
39,3,1,3,0
32,1,1,1,0
17,1,1,1,0
37,2,1,1,0
56,3,1,1,0
13,3,3,2,0
28,6,1,5,0
51,5,4,2,0
20,2,1,2,0
36,3,1,3,0
19,1,1,1,0
21,1,1,1,0
15,3,3,2,0
206,12,3,7,0
119,1,1,1,0
64,1,1,1,0
47,1,1,1,0
68,6,1,1,0
84,1,1,1,0
66,10,1,2,0
35,1,1,1,0
14,1,1,1,0
45,3,1,3,0
61,11,1,10,0
79,11,1,1,0
74,11,1,11,0
34,2,1,2,0
29,1,1,1,0
27,12,1,12,0
30,1,1,1,0
42,1,1,1,0
15,3,3,2,0
22,3,1,2,0
32,3,1,2,0
33,3,3,1,0
18,1,1,1,0
20,2,1,2,0
53,5,1,5,0
19,3,1,2,0
31,3,1,2,0
26,3,1,3,0
39,3,1,3,0
12,1,1,1,0
19,1,1,1,0
20,1,1,1,0
13,3,3,2,0
20,4,1,3,0
39,4,1,2,0
78,8,4,7,0
28,8,7,3,0
10,3,1,2,0
78,11,11,7,0
30,5,1,1,0
111,29,23,3,0
31,5,4,3,0
49,3,1,2,0
54,16,11,4,0
22,2,1,1,0
48,4,1,1,0
25,5,4,3,0
32,6,1,5,0
51,6,1,2,0
6,1,1,1,0
24,5,1,4,0
38,5,1,5,0
36,5,1,5,0
38,5,1,5,0
34,5,5,1,0
33,2,1,2,0
41,4,1,4,0
25,5,4,3,0
34,5,1,1,0
21,2,1,2,0
23,2,1,1,0
59,3,1,1,0
34,3,1,1,0
14,1,1,1,0
34,8,5,1,0
46,10,6,1,0
15,1,1,1,0
45,5,1,2,0
40,12,9,7,0
32,12,9,7,0
24,4,3,2,0
17,7,6,2,0
30,11,9,3,0
45,18,12,5,0
7,1,1,1,0
26,6,6,1,0
14,4,3,1,0
22,12,9,1,0
29,3,1,2,0
24,8,3,1,0
19,5,5,1,0
24,7,7,2,0
10,5,5,2,0
27,4,3,2,0
16,3,3,1,0
26,4,4,1,0
4,1,1,1,0
4,1,1,1,0
9,5,5,2,0
13,5,5,2,0
10,5,5,2,0
57,11,9,9,0
13,2,1,1,0
7,1,1,1,0
15,10,10,10,0
11,5,5,2,0
19,4,3,1,0
17,3,3,1,0
17,3,3,1,0
19,6,5,2,0
14,5,5,1,0
17,5,5,1,0
10,5,5,2,0
23,4,4,1,0
22,25,25,25,0
30,8,1,2,0
19,6,1,3,0
36,10,9,4,0
33,10,9,1,0
72,14,9,4,0
40,15,14,3,0
112,12,12,4,0
115,31,29,5,0
17,10,10,10,0
19,5,5,2,0
19,5,5,2,0
149,16,10,14,0
11,5,5,2,0
11,5,5,2,0
11,5,5,2,0
11,5,5,2,0
31,1,1,1,0
33,6,6,2,0
10,5,5,2,0
15,5,5,1,0
41,5,5,2,0
51,6,6,4,0
73,6,6,4,0
57,15,13,7,0
42,2,1,2,0
13,5,5,2,0
63,18,13,4,0
71,15,12,2,0
46,18,18,7,0
23,2,1,1,0
24,7,3,1,0
38,9,8,1,0
38,9,8,1,0
16,2,1,2,0
50,9,9,4,0
30,5,1,3,0
61,7,5,5,0
42,7,7,3,0
18,3,3,2,0
10,5,5,2,0
10,5,5,2,0
13,4,3,2,0
15,4,3,2,0
18,3,3,1,0
19,5,5,3,0
20,5,5,2,0
17,5,5,2,0
34,4,3,3,0
23,3,1,1,0
42,7,7,4,0
75,10,8,3,0
155,18,8,8,0
38,5,1,3,0
30,9,8,4,0
30,9,5,4,0
25,7,7,3,0
47,8,5,6,0
43,6,1,3,0
78,18,18,5,0
31,5,3,2,0
12,2,1,1,0
25,4,3,1,0
19,8,8,2,0
18,3,3,2,0
10,6,6,1,0
19,6,6,2,0
27,10,10,1,0
27,7,7,1,0
51,12,10,6,0
61,12,10,6,0
9,3,1,2,0
23,4,4,1,0
31,5,5,1,0
16,4,4,1,0
11,5,5,2,0
24,15,13,2,0
25,3,1,3,0
30,6,3,1,0
27,15,13,2,0
25,7,4,1,0
10,5,5,2,0
20,4,4,2,0
20,4,4,2,0
4,1,1,1,0
9,5,5,2,0
4,1,1,1,0
9,5,5,2,0
13,5,5,2,0
25,4,3,1,0
16,2,1,2,0
16,2,1,2,0
77,13,12,8,0
25,7,7,1,0
10,1,1,1,0
76,4,4,4,0
19,5,5,2,0
15,5,5,2,0
19,16,16,16,0
13,2,1,2,0
17,4,3,1,0
16,2,1,2,0
41,6,1,3,0
13,4,4,1,0
11,5,5,2,0
9,1,1,1,0
77,3,1,2,0
22,6,5,2,0
26,4,3,1,0
21,4,3,1,0
25,5,3,1,0
85,10,10,4,0
17,6,3,2,0
25,9,6,2,0
22,3,1,2,0
195,15,1,6,0
16,5,5,2,0
56,17,3,3,0
11,5,5,2,0
34,9,3,6,0
19,3,3,1,0
13,4,4,1,0
28,13,10,1,0
74,15,13,4,0
103,6,1,3,0
109,12,6,6,0
32,7,5,4,0
36,7,5,4,0
35,8,1,1,0
65,29,23,5,0
14,3,3,1,0
14,3,3,1,0
52,13,1,6,0
37,11,1,4,0
84,15,10,5,0
14,2,1,1,0
85,41,36,3,0
22,4,4,1,0
26,3,1,2,0
9,2,1,1,0
24,3,1,2,0
16,2,1,1,0
27,3,1,2,0
16,2,1,1,0
19,1,1,1,0
10,1,1,1,0
23,5,4,2,0
17,3,3,1,0
17,4,4,1,0
17,4,4,1,0
17,4,4,1,0
33,4,4,3,0
12,2,1,2,0
16,5,5,1,0
16,5,5,1,0
32,7,1,2,0
11,3,3,1,0
24,1,1,1,0
16,3,1,2,0
29,1,1,1,0
16,3,1,2,0
11,2,1,1,0
7,1,1,1,0
7,1,1,1,0
13,1,1,1,0
51,5,4,4,0
99,15,5,12,0
16,2,1,1,0
50,4,1,3,0
31,4,1,3,0
35,5,1,5,0
19,3,1,3,0
22,2,1,2,0
33,6,5,2,0
4,1,1,1,0
6,1,1,1,0
8,1,1,1,0
32,6,3,2,0
5,1,1,1,0
20,4,1,4,0
27,1,1,1,0
45,10,5,7,0
6,1,1,1,0
26,5,1,1,0
8,1,1,1,0
17,3,1,1,0
9,2,1,1,0
11,1,1,1,0
5,1,1,1,0
9,2,1,2,0
11,2,1,2,0
11,2,1,2,0
7,1,1,1,0
7,1,1,1,0
16,1,1,1,0
15,1,1,1,0
13,1,1,1,0
38,10,1,2,0
25,5,1,4,0
42,7,5,4,0
42,7,5,4,0
36,6,1,3,0
143,18,1,11,0
61,11,3,10,0
34,5,5,5,0
29,11,8,3,0
4,1,1,1,0
4,1,1,1,0
7,3,1,1,0
17,3,1,3,0
26,4,1,4,0
20,7,7,5,0
33,9,5,2,0
17,3,1,3,0
15,3,1,3,0
7,1,1,1,0
9,1,1,1,0
20,2,1,2,0
17,2,1,2,0
9,1,1,1,0
20,2,1,2,0
17,2,1,2,0
32,3,1,3,0
10,3,1,1,0
10,1,1,1,0
15,1,1,1,0
26,1,1,1,0
24,12,11,2,0
25,13,12,2,0
22,11,10,2,0
19,8,7,2,0
12,1,1,1,0
28,4,1,4,0
4,1,1,1,0
76,6,1,4,0
20,4,1,1,0
34,4,1,3,0
21,3,1,1,0
13,7,6,3,0
38,5,1,5,0
19,4,3,2,0
29,5,3,4,0
10,2,1,2,0
14,4,1,2,0
18,3,1,3,0
20,2,1,2,0
10,2,1,2,0
10,2,1,2,0
14,2,1,2,0
36,13,5,8,0
22,2,1,2,0
32,5,1,5,0
40,7,1,4,0
17,3,1,3,0
4,1,1,1,0
14,2,1,2,0
24,4,1,3,0
14,2,1,2,0
4,1,1,1,0
7,2,1,2,0
14,4,3,2,0
17,4,3,2,0
18,4,3,2,0
7,1,1,1,0
11,3,1,3,0
4,1,1,1,0
10,2,1,2,0
10,2,1,2,0
31,7,5,5,0
17,2,1,2,0
12,2,1,2,0
31,15,9,6,0
15,2,1,2,0
20,5,3,3,0
21,5,3,3,0
12,3,1,3,0
4,1,1,1,0
36,13,5,8,0
29,13,5,6,0
30,7,1,2,0
71,17,1,5,0
12,2,1,2,0
12,2,1,2,0
18,3,1,3,0
20,3,1,2,0
20,3,1,2,0
65,16,1,6,0
79,18,1,8,0
14,3,1,3,0
19,5,1,4,0
18,3,1,3,0
6,1,1,1,0
14,3,1,3,0
5,1,1,1,0
15,2,1,2,0
9,3,3,2,0
43,11,6,3,0
17,2,1,2,0
4,1,1,1,0
24,2,1,2,0
4,1,1,1,0
5,1,1,1,0
4,1,1,1,0
41,12,1,11,0
25,8,6,4,0
101,11,6,5,0
31,3,1,3,0
16,2,1,1,0
120,13,8,5,0
76,8,1,6,0
204,22,9,20,0
52,8,7,4,0
103,10,5,4,0
34,3,1,3,0
81,5,1,4,0
62,5,1,2,0
31,2,1,2,0
143,29,15,11,0
60,8,6,5,0
7,2,1,2,0
14,2,1,2,0
7,2,1,1,0
16,2,1,1,0
59,4,1,4,0
257,40,29,21,0
85,3,1,2,0
13,1,1,1,0
32,2,1,2,0
43,6,5,2,0
20,5,1,4,0
25,5,1,4,0
24,2,1,2,0
75,4,1,4,0
79,7,5,5,0
24,2,1,2,0
95,11,1,8,0
106,11,1,8,0
107,11,1,8,0
88,20,15,9,0
84,16,9,9,0
85,16,9,9,0
84,16,9,9,0
88,20,15,9,0
74,7,1,6,0
95,11,1,8,0
104,11,1,8,0
104,9,1,7,0
55,2,1,2,0
49,4,1,4,0
133,7,1,7,0
113,5,1,5,0
126,16,10,9,0
333,53,1,53,0
88,20,15,9,0
73,11,1,10,0
90,21,19,10,0
11,2,1,1,0
85,17,1,17,0
96,19,1,19,0
25,4,4,2,0
97,17,8,6,0
36,3,1,2,0
28,4,1,4,0
9,1,1,1,0
36,9,6,1,0
59,14,11,2,0
38,10,8,1,0
45,10,7,1,0
50,11,9,2,0
38,9,6,1,0
57,14,11,2,0
38,10,8,1,0
52,11,7,1,0
53,11,9,2,0
15,6,3,1,0
17,5,1,5,0
4,1,1,1,0
30,7,4,2,0
4,1,1,1,0
4,1,1,1,0
12,2,1,1,0
24,5,1,2,0
43,5,1,4,0
36,5,1,4,0
22,3,3,3,0
61,11,1,4,0
18,4,4,4,0
11,2,1,1,0
4,1,1,1,0
4,1,1,1,0
54,20,13,2,0
15,4,4,3,0
9,1,1,1,0
13,3,3,2,0
78,7,6,7,0
26,10,5,3,0
10,2,1,2,0
36,8,8,7,0
19,3,3,1,0
12,1,1,1,0
13,1,1,1,0
32,8,1,8,0
23,2,1,1,0
19,4,1,4,0
14,3,3,1,0
4,1,1,1,0
18,2,1,1,0
12,2,1,2,0
32,3,1,2,0
11,5,5,2,0
32,3,1,2,0
33,4,1,2,0
33,4,1,2,0
25,5,1,1,0
33,3,1,2,0
58,6,3,5,0
12,10,10,10,0
18,4,1,1,0
14,2,1,2,0
20,10,10,10,0
15,7,7,7,0
17,2,1,1,0
11,2,1,1,0
41,10,9,7,0
18,3,1,1,0
14,3,3,1,0
14,3,3,2,0
18,3,1,1,0
4,1,1,1,0
4,1,1,1,0
10,5,5,5,0
10,7,7,7,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,2,1,1,0
28,3,1,3,0
24,28,28,28,0
18,3,3,1,0
4,1,1,1,0
23,7,4,4,0
26,4,3,2,0
15,3,3,1,0
4,1,1,1,0
4,1,1,1,0
24,4,1,2,0
24,4,1,2,0
13,1,1,1,0
53,8,1,4,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
19,6,3,4,0
4,1,1,1,0
40,11,1,2,0
30,7,1,7,0
24,19,19,19,0
4,1,1,1,0
20,3,3,2,0
5,1,1,1,0
11,2,1,1,0
4,1,1,1,0
13,1,1,1,0
66,7,1,7,0
5,1,1,1,0
13,3,1,3,0
15,4,4,1,0
39,7,7,3,0
39,12,11,3,0
20,6,6,1,0
15,5,5,2,0
16,4,4,1,0
23,1,1,1,0
41,6,4,4,0
16,5,3,2,0
28,1,1,1,0
34,6,4,2,0
11,4,4,1,0
32,7,1,2,0
70,5,3,5,0
46,8,1,3,0
20,22,22,22,0
4,1,1,1,0
19,6,6,6,0
13,3,3,1,0
4,1,1,1,0
4,1,1,1,0
31,6,3,2,0
17,3,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
206,14,1,8,0
20,3,3,2,0
22,3,3,2,0
18,3,3,2,0
19,3,1,3,0
21,3,3,2,0
21,3,3,2,0
23,4,4,3,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
26,16,12,2,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
27,11,1,11,0
20,5,5,4,0
19,5,5,3,0
11,3,1,2,0
27,5,1,1,0
12,2,1,2,0
39,2,1,2,0
21,2,1,2,0
50,11,11,5,0
69,7,6,6,0
14,2,1,1,0
4,1,1,1,0
4,1,1,1,0
51,6,1,2,0
23,3,1,3,0
4,1,1,1,0
14,3,3,2,0
40,11,1,3,0
14,2,1,2,0
17,2,1,1,0
15,4,1,4,0
61,15,13,5,0
16,2,1,1,0
14,2,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
11,2,1,1,0
20,5,3,2,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
17,2,1,1,0
4,1,1,1,0
8,1,1,1,0
33,4,1,1,0
21,7,7,1,0
80,8,1,7,0
4,1,1,1,0
4,1,1,1,0
11,2,1,2,0
4,1,1,1,0
25,4,1,1,0
12,10,10,10,0
21,4,1,4,0
16,4,1,4,0
13,2,1,2,0
4,1,1,1,0
10,2,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
22,4,1,3,0
21,5,4,2,0
19,4,4,1,0
4,1,1,1,0
62,11,1,5,0
4,1,1,1,0
57,12,1,1,0
4,1,1,1,0
4,1,1,1,0
19,4,4,1,0
4,1,1,1,0
4,1,1,1,0
9,1,1,1,0
36,7,1,1,0
20,3,1,3,0
15,5,5,1,0
32,7,5,1,0
18,4,3,2,0
17,3,3,1,0
13,2,1,1,0
23,3,3,1,0
46,9,8,6,0
25,9,9,4,0
16,3,3,1,0
24,28,28,28,0
23,13,13,13,0
14,13,13,13,0
4,1,1,1,0
18,2,1,2,0
16,1,1,1,0
4,1,1,1,0
32,9,5,5,0
4,1,1,1,0
18,3,1,2,0
44,4,1,3,0
12,5,5,2,0
12,5,5,2,0
41,19,1,1,0
7,2,1,1,0
17,5,3,2,0
14,2,1,1,0
9,1,1,1,0
209,16,1,11,0
12,1,1,1,0
13,1,1,1,0
4,1,1,1,0
4,1,1,1,0
19,1,1,1,0
29,9,9,1,0
23,4,3,2,0
21,5,4,2,0
15,3,1,1,0
103,13,13,11,0
11,2,1,1,0
90,12,8,10,0
12,1,1,1,0
13,1,1,1,0
11,4,1,3,0
20,3,1,3,0
4,1,1,1,0
11,2,1,2,0
4,1,1,1,0
4,1,1,1,0
51,7,1,6,0
20,10,10,10,0
25,13,13,13,0
27,4,3,1,0
35,7,4,1,0
119,35,17,12,0
25,10,6,3,0
16,5,1,2,0
4,1,1,1,0
4,1,1,1,0
32,7,5,1,0
13,2,1,1,0
17,3,3,1,0
35,6,1,3,0
23,3,3,1,0
14,3,3,1,0
7,1,1,1,0
4,1,1,1,0
18,3,1,2,0
13,3,3,1,0
25,5,1,5,0
4,1,1,1,0
21,5,1,1,0
4,1,1,1,0
4,1,1,1,0
11,2,1,1,0
4,1,1,1,0
24,3,3,2,0
18,8,8,1,0
21,4,1,4,0
11,3,3,2,0
33,5,4,1,0
4,1,1,1,0
15,2,1,1,0
4,1,1,1,0
5,1,1,1,0
25,8,3,2,0
4,1,1,1,0
29,8,1,1,0
30,5,1,5,0
18,3,3,1,0
32,6,4,1,0
16,2,1,1,0
16,2,1,1,0
5,3,3,1,0
14,2,1,1,0
17,2,1,1,0
14,2,1,1,0
44,8,5,4,0
14,7,7,4,0
13,6,6,4,0
4,1,1,1,0
29,6,1,1,0
14,3,3,2,0
21,10,7,4,0
42,8,1,5,0
23,4,1,4,0
4,1,1,1,0
4,1,1,1,0
5,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
16,8,8,1,0
42,4,1,1,0
4,1,1,1,0
4,1,1,1,0
27,2,1,2,0
4,1,1,1,0
4,1,1,1,0
21,5,1,1,0
4,1,1,1,0
173,12,1,9,0
4,1,1,1,0
9,1,1,1,0
9,1,1,1,0
6,1,1,1,0
12,1,1,1,0
13,1,1,1,0
19,3,1,2,0
48,6,6,3,0
4,1,1,1,0
47,12,1,11,0
63,4,1,4,0
6,1,1,1,0
70,5,1,4,0
20,2,1,2,0
23,28,28,28,0
5,1,1,1,0
5,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
52,12,1,12,0
21,4,4,1,0
15,5,3,2,0
31,7,1,1,0
31,7,1,1,0
25,7,1,7,0
20,6,1,2,0
51,7,1,4,0
17,2,1,1,0
17,2,1,1,0
39,9,1,2,0
4,1,1,1,0
14,2,1,1,0
11,2,1,1,0
21,4,1,4,0
8,2,1,1,0
25,5,4,5,0
8,2,1,1,0
48,5,1,5,0
193,25,25,19,0
313,27,12,14,0
37,4,1,3,0
18,5,5,1,0
5,1,1,1,0
19,6,1,6,0
44,6,3,5,0
70,26,24,5,0
16,4,3,1,0
37,6,4,2,0
74,27,24,4,0
56,9,5,4,0
32,5,3,3,0
34,14,11,3,0
10,2,1,2,0
10,1,1,1,0
27,14,11,2,0
25,10,6,3,0
24,15,12,2,0
25,2,1,2,0
17,5,3,2,0
13,2,1,1,0
24,11,8,1,0
14,3,1,3,0
27,7,6,3,0
68,11,9,9,0
10,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
16,1,1,1,0
26,5,4,4,0
18,3,1,2,0
32,4,1,1,0
4,1,1,1,0
4,1,1,1,0
20,2,1,2,0
20,2,1,2,0
51,11,9,3,0
4,1,1,1,0
24,6,4,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
21,5,1,1,0
4,1,1,1,0
8,2,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
5,1,1,1,0
4,1,1,1,0
4,1,1,1,0
25,5,1,5,0
12,2,1,2,0
13,2,1,2,0
48,25,17,1,0
9,3,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
13,2,1,2,0
4,1,1,1,0
4,1,1,1,0
6,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
11,2,1,1,0
19,4,1,4,0
4,1,1,1,0
9,1,1,1,0
19,3,1,1,0
4,1,1,1,0
6,1,1,1,0
70,15,1,4,0
25,4,1,3,0
15,1,1,1,0
46,13,1,13,0
9,2,1,1,0
4,1,1,1,0
59,8,6,8,0
23,6,3,2,0
24,2,1,1,0
26,4,3,2,0
13,3,3,2,0
15,3,3,2,0
23,4,3,2,0
20,4,3,3,0
24,4,3,3,0
32,2,1,2,0
33,5,1,2,0
18,1,1,1,0
68,8,4,7,0
31,7,6,2,0
4,1,1,1,0
167,27,1,21,0
4,1,1,1,0
4,1,1,1,0
13,3,1,3,0
20,5,1,1,0
34,4,3,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
15,3,3,1,0
4,1,1,1,0
15,6,1,1,0
21,6,6,2,0
6,1,1,1,0
4,1,1,1,0
10,3,1,1,0
7,2,1,1,0
70,4,4,2,0
30,2,1,2,0
5,1,1,1,0
6,1,1,1,0
4,1,1,1,0
12,2,1,2,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
13,4,3,3,0
58,10,6,3,0
53,5,1,5,0
21,3,1,3,0
22,5,5,1,0
20,3,3,2,0
19,4,1,4,0
4,1,1,1,0
21,8,1,8,0
22,5,1,4,0
28,9,9,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
31,10,1,2,0
33,6,1,3,0
11,4,1,1,0
20,5,1,1,0
14,3,3,1,0
10,1,1,1,0
23,20,20,7,0
19,4,1,1,0
56,12,3,2,0
4,1,1,1,0
45,9,4,6,0
59,82,82,82,0
92,17,15,3,0
17,2,1,1,0
30,8,1,1,0
4,1,1,1,0
8,1,1,1,0
19,5,1,5,0
11,1,1,1,0
28,1,1,1,0
31,4,1,2,0
44,11,10,5,0
