,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects 
12826,25,1,1,1,82,433.4,0.23,4.27,101.6,1848.73,0.14,102.71,16,1,3,3,7,32,43,39,1,0
12827,2,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12828,2,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12829,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0
12830,3,1,1,1,2,2.0,2.0,0.5,4.0,1.0,0.0,0.06,2,0,0,0,1,1,1,1,1,0
12831,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0
12832,18,2,1,2,26,106.27,0.16,6.19,17.18,657.57,0.04,36.53,14,0,0,0,9,8,15,11,3,0
12833,16,2,1,2,25,100.0,0.16,6.43,15.56,642.86,0.03,35.71,13,0,0,0,9,7,15,10,3,0
12834,4,1,1,1,6,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
12835,48,5,5,4,125,665.24,0.06,18.0,36.96,11974.34,0.22,665.24,36,4,2,4,18,22,81,44,9,0
12836,28,2,1,2,64,300.83,0.12,8.57,35.1,2578.53,0.1,143.25,24,0,2,0,12,14,44,20,5,0
12837,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12838,28,2,1,2,65,305.53,0.12,8.57,35.65,2618.82,0.1,145.49,24,0,2,0,12,14,45,20,5,0
12839,75,5,1,5,154,845.75,0.07,14.0,60.41,11840.44,0.28,657.8,58,2,9,0,15,30,98,56,9,0
12840,14,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,0,5,4,12,6,1,0
12841,8,1,1,1,17,58.81,0.28,3.6,16.34,211.72,0.02,11.76,6,0,0,0,6,5,11,6,1,0
12842,2,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,0,5,2,5,2,1,0
12843,65,7,7,5,169,943.86,0.05,19.98,47.23,18860.9,0.31,1047.82,48,6,5,4,19,29,108,61,13,0
12844,54,6,5,4,139,754.25,0.06,17.64,42.76,13304.98,0.25,739.17,41,5,3,3,18,25,90,49,11,0
12845,13,2,1,2,29,110.41,0.15,6.67,16.56,736.09,0.04,40.89,9,1,1,0,8,6,19,10,3,0
12846,18,2,1,2,35,136.74,0.15,6.86,19.94,937.65,0.05,52.09,14,0,2,0,8,7,23,12,3,0
12847,5,1,1,1,11,36.54,0.33,3.0,12.18,109.62,0.01,6.09,2,0,0,0,6,4,7,4,1,0
12848,4,1,1,1,9,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1,0
12849,4,1,1,1,9,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1,0
12850,5,1,1,1,11,36.54,0.33,3.0,12.18,109.62,0.01,6.09,2,0,0,0,6,4,7,4,1,0
12851,12,1,1,1,34,136.0,0.17,6.0,22.67,816.0,0.05,45.33,7,0,1,0,8,8,22,12,1,0
12852,12,1,1,1,34,136.0,0.17,6.0,22.67,816.0,0.05,45.33,7,0,1,0,8,8,22,12,1,0
12853,46,5,5,4,109,583.97,0.06,17.27,33.81,10086.81,0.19,560.38,31,6,5,2,19,22,69,40,9,0
12854,47,5,5,4,112,611.46,0.06,17.5,34.94,10700.49,0.2,594.47,32,5,6,2,20,24,70,42,9,0
12855,39,4,1,4,70,350.0,0.1,9.92,35.28,3472.37,0.12,192.91,23,4,5,5,13,19,41,29,7,0
12856,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12857,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12858,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12859,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0
12860,9,1,1,1,14,46.51,0.27,3.75,12.4,174.4,0.02,9.69,5,0,0,1,6,4,9,5,1,0
12861,9,1,1,1,14,46.51,0.27,3.75,12.4,174.4,0.02,9.69,5,0,0,1,6,4,9,5,1,0
12862,49,4,3,3,139,796.18,0.07,14.4,55.28,11467.22,0.27,637.07,35,1,6,0,17,36,78,61,7,0
12863,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12864,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12865,19,2,1,2,41,174.17,0.15,6.75,25.8,1175.61,0.06,65.31,14,0,2,1,9,10,26,15,3,0
12866,32,3,1,3,62,301.19,0.11,9.34,32.22,2814.29,0.1,156.35,23,4,3,0,13,16,39,23,5,0
12867,15,2,1,2,45,194.49,0.13,8.0,24.31,1555.89,0.06,86.44,12,0,0,0,10,10,29,16,3,0
12868,16,2,1,2,45,194.49,0.13,8.0,24.31,1555.89,0.06,86.44,13,0,0,0,10,10,29,16,3,0
12869,9,1,1,1,27,102.8,0.17,6.0,17.13,616.79,0.03,34.27,6,0,0,0,8,6,18,9,1,0
12870,16,1,1,1,34,144.43,0.17,5.85,24.69,844.91,0.05,46.94,9,1,1,0,9,10,21,13,1,0
12871,14,1,1,1,26,106.27,0.18,5.63,18.89,597.79,0.04,33.21,8,1,2,0,9,8,16,10,1,0
12872,9,1,1,1,27,102.8,0.17,6.0,17.13,616.79,0.03,34.27,6,0,0,0,8,6,18,9,1,0
12873,6,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,2,0,0,3,2,3,2,1,0
12874,17,2,1,2,53,236.35,0.13,7.92,29.85,1871.1,0.08,103.95,14,0,0,0,10,12,34,19,3,0
12875,17,2,1,2,53,236.35,0.13,7.92,29.85,1871.1,0.08,103.95,14,0,0,0,10,12,34,19,3,0
12876,15,2,1,2,45,194.49,0.13,8.0,24.31,1555.89,0.06,86.44,12,0,0,0,10,10,29,16,3,0
12877,16,2,1,2,52,231.89,0.13,7.92,29.29,1835.8,0.08,101.99,14,0,0,0,10,12,33,19,3,0
12878,22,2,1,2,36,144.0,0.21,4.67,30.86,672.0,0.05,37.33,14,3,2,1,7,9,24,12,3,0
12879,50,4,3,3,138,794.17,0.07,13.78,57.62,10946.73,0.26,608.15,36,2,6,0,17,37,78,60,7,0
12880,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0
12881,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0
12882,36,5,1,4,95,475.0,0.07,13.34,35.6,6337.5,0.16,352.08,30,0,1,0,13,19,56,39,9,0
12883,18,1,1,1,48,207.45,0.12,8.18,25.36,1697.34,0.07,94.3,10,1,1,1,9,11,28,20,1,0
12884,12,1,1,1,11,34.87,0.25,4.0,8.72,139.48,0.01,7.75,5,3,1,0,6,3,7,4,1,0
12885,25,3,1,3,78,370.88,0.09,11.0,33.72,4079.69,0.12,226.65,17,3,1,0,11,16,46,32,5,0
12886,13,2,1,2,32,125.02,0.18,5.69,21.98,711.05,0.04,39.5,9,1,2,0,7,8,19,13,3,0
12887,5,1,1,1,4,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2,0,0,0,2,2,2,2,1,0
12888,3,1,1,1,4,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2,0,0,0,2,2,2,2,1,0
12889,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12890,11,1,1,1,22,85.95,0.19,5.25,16.37,451.25,0.03,25.07,7,0,0,0,9,6,15,7,1,0
12891,45,7,3,7,112,579.03,0.07,14.95,38.72,8659.15,0.19,481.06,31,6,1,1,14,22,65,47,13,0
12892,13,2,1,2,23,82.45,0.14,7.0,11.78,577.18,0.03,32.07,9,0,0,0,7,5,13,10,3,0
12893,6,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1,0
12894,16,1,1,1,8,24.0,0.4,2.5,9.6,60.0,0.01,3.33,3,6,2,0,5,3,5,3,1,0
12895,6,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1,0
12896,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12897,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12898,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12899,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12900,42,5,3,5,107,539.75,0.1,10.0,53.98,5397.5,0.18,299.86,34,1,3,0,12,21,72,35,8,0
12901,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12902,135,29,13,29,519,3125.61,0.03,36.77,85.01,114916.0,1.04,6384.22,126,2,3,1,18,47,327,192,57,0
12903,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12904,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12905,61,5,1,5,167,922.43,0.08,13.0,70.96,11991.65,0.31,666.2,51,1,6,0,13,33,101,66,9,0
12906,25,3,1,3,65,305.53,0.11,9.17,33.33,2800.68,0.1,155.59,17,2,1,0,11,15,40,25,5,0
12907,12,1,1,1,35,143.06,0.22,4.55,31.44,650.93,0.05,36.16,6,0,0,0,7,10,22,13,1,0
12908,44,5,3,5,99,495.0,0.08,13.22,37.44,6545.0,0.17,363.61,35,1,4,0,14,18,65,34,8,0
12909,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12910,11,1,1,1,11,36.54,0.33,3.0,12.18,109.62,0.01,6.09,6,0,1,0,6,4,7,4,1,0
12911,57,9,1,6,121,599.46,0.07,14.76,40.61,8849.14,0.2,491.62,50,1,4,0,10,21,59,62,17,0
12912,39,9,7,7,137,708.28,0.05,21.6,32.79,15298.84,0.24,849.94,32,0,1,0,16,20,83,54,17,0
12913,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,0
12914,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0
12915,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,0
12916,7,1,1,1,17,51.0,0.42,2.4,21.25,122.4,0.02,6.8,5,0,0,0,3,5,9,8,1,0
12917,7,2,1,2,8,20.68,0.2,5.0,4.14,103.4,0.01,5.74,5,0,0,0,5,1,6,2,3,0
12918,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,0
12919,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0
12920,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,0
12921,6,1,1,1,18,62.27,0.19,5.25,11.86,326.92,0.02,18.16,3,0,0,1,7,4,12,6,1,0
12922,5,1,1,1,12,36.0,0.22,4.5,8.0,162.0,0.01,9.0,3,0,0,0,6,2,9,3,1,0
12923,20,2,1,2,49,208.15,0.1,10.0,20.81,2081.48,0.07,115.64,14,0,2,0,10,9,31,18,3,0
12924,5,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,0,5,2,5,2,1,0
12925,14,1,1,1,16,44.92,0.38,2.67,16.84,119.78,0.01,6.65,5,3,4,0,4,3,12,4,1,0
12926,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12927,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12928,18,1,1,1,45,203.56,0.12,8.25,24.67,1679.37,0.07,93.3,12,0,1,0,11,12,27,18,1,0
12929,2,2,1,2,7,18.09,0.2,5.0,3.62,90.47,0.01,5.03,0,0,0,0,5,1,5,2,3,0
12930,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12931,9,2,1,1,14,48.43,0.34,2.92,16.61,141.26,0.02,7.85,6,0,1,0,5,6,7,7,3,0
12932,5,1,1,1,13,43.19,0.33,3.0,14.4,129.56,0.01,7.2,1,0,0,0,6,4,9,4,1,0
12933,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12934,16,2,1,2,26,101.58,0.11,9.0,11.29,914.21,0.03,50.79,9,0,1,0,10,5,17,9,3,0
12935,17,2,1,2,30,125.1,0.13,7.86,15.92,982.91,0.04,54.61,10,0,1,0,11,7,20,10,3,0
12936,2,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,0,0,4,1,4,1,1,0
12937,10,2,1,2,19,70.31,0.15,6.75,10.42,474.58,0.02,26.37,8,0,0,0,9,4,13,6,3,0
12938,4,1,1,1,5,11.61,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,5,0,5,0,1,0
12939,2,1,1,1,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,4,0,1,0
12940,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12941,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12942,2,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12943,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
12944,4,1,1,1,5,10.0,0.67,1.5,6.67,15.0,0.0,0.83,1,0,0,0,2,2,2,3,1,0
12945,3,1,1,1,5,10.0,0.67,1.5,6.67,15.0,0.0,0.83,2,0,0,0,2,2,2,3,1,0
12946,2,1,1,1,8,20.68,1.0,1.0,20.68,20.68,0.01,1.15,0,0,0,0,2,4,4,4,1,0
12947,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
12948,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
12949,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,0
12950,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,1,0
12951,2,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12952,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12953,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
12954,2,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12955,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12956,5,1,1,1,12,36.0,0.4,2.5,14.4,90.0,0.01,5.0,3,0,0,0,5,3,9,3,1,0
12957,6,1,1,1,12,36.0,0.4,2.5,14.4,90.0,0.01,5.0,3,0,0,0,4,4,7,5,1,0
12958,6,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3,0,1,0,3,2,3,2,1,0
12959,3,1,1,1,4,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2,0,0,0,2,2,2,2,1,0
12960,4,1,1,1,4,8.0,1.0,1.0,8.0,8.0,0.0,0.44,1,0,0,0,2,2,2,2,1,0
12961,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12962,11,1,1,1,13,44.97,0.34,2.92,15.42,131.17,0.01,7.29,6,0,0,0,5,6,6,7,1,0
12963,2,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12964,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12965,48,7,6,6,119,619.92,0.07,14.91,41.57,9244.97,0.21,513.61,39,1,3,0,14,23,70,49,13,0
12966,3,1,1,1,4,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2,0,0,0,2,2,2,2,1,0
12967,11,1,1,1,25,97.67,0.25,3.94,24.81,384.58,0.03,21.37,8,0,0,0,7,8,16,9,1,0
12968,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12969,5,1,1,1,7,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4,0,0,0,4,3,4,3,1,0
12970,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12971,4,1,1,1,3,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0,0,0,0,2,1,2,1,1,0
12972,4,1,1,1,4,8.0,1.0,1.0,8.0,8.0,0.0,0.44,1,0,0,0,2,2,2,2,1,0
12973,14,1,1,1,24,91.38,1.0,1.0,91.38,91.38,0.03,5.08,7,0,0,0,2,12,12,12,1,0
12974,10,2,1,1,56,256.76,0.14,7.2,35.66,1848.66,0.09,102.7,8,0,0,0,9,15,32,24,3,0
12975,15,2,1,2,41,180.09,0.11,8.8,20.46,1584.75,0.06,88.04,13,0,0,0,11,10,25,16,3,0
12976,12,2,1,2,41,182.84,0.11,9.5,19.25,1736.95,0.06,96.5,10,0,0,0,11,11,22,19,3,0
12977,5,1,1,1,8,24.0,0.4,2.5,9.6,60.0,0.01,3.33,3,0,0,0,5,3,5,3,1,0
12978,7,2,1,2,9,25.27,0.17,6.0,4.21,151.6,0.01,8.42,5,0,0,0,6,1,7,2,3,0
12979,7,1,1,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,5,0,0,0,7,5,9,6,1,0
12980,6,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1,0
12981,6,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1,0
12982,9,1,1,1,29,118.54,0.16,6.19,19.16,733.44,0.04,40.75,6,0,1,0,9,8,18,11,1,0
12983,2,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,0,0,4,1,4,1,1,0
12984,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12985,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12986,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12987,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12988,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12989,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12990,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12991,1,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,0,0,0,0,3,4,5,4,1,0
12992,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12993,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12994,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
12995,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12996,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
12997,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,0,0,3,1,3,1,1,0
12998,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,0,0,3,1,3,1,1,0
12999,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13000,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13001,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13002,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13003,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13004,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13005,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13006,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,0,0,3,1,3,1,1,0
13007,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13008,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13009,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13010,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13011,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13012,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13013,8,1,1,1,13,44.97,0.19,5.33,8.43,239.85,0.01,13.33,6,0,0,0,8,3,9,4,1,0
13014,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13015,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13016,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13017,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,0,0,3,1,3,1,1,0
13018,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,0,0,3,1,3,1,1,0
13019,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13020,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13021,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13022,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,0,0,3,1,3,1,1,0
13023,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13024,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13025,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13026,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13027,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13028,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13029,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13030,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13031,23,1,1,1,65,301.85,0.08,12.18,24.79,3676.11,0.1,204.23,16,0,5,0,11,14,34,31,1,0
13032,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13033,6,1,1,1,9,28.53,0.33,3.0,9.51,85.59,0.01,4.75,4,0,0,0,6,3,6,3,1,0
13034,2,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5,1,5,1,1,0
13035,2,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5,1,5,1,1,0
13036,2,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,0,0,4,1,4,1,1,0
13037,2,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,0,0,4,1,4,1,1,0
13038,5,1,1,1,11,28.43,0.25,4.0,7.11,113.74,0.01,6.32,3,0,0,0,4,2,7,4,1,0
13039,6,1,1,1,9,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2,0,2,0,6,3,6,3,1,0
13040,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13041,2,2,1,1,8,24.0,0.4,2.5,9.6,60.0,0.01,3.33,0,0,0,0,5,3,5,3,3,0
13042,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13043,3,3,1,2,15,53.77,0.17,6.0,8.96,322.65,0.02,17.92,1,0,0,0,9,3,11,4,5,0
13044,3,3,1,2,16,57.36,0.17,6.0,9.56,344.16,0.02,19.12,1,0,0,0,9,3,12,4,5,0
13045,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13046,2,2,1,2,9,27.0,0.14,7.0,3.86,189.0,0.01,10.5,0,0,0,0,7,1,7,2,3,0
13047,2,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13048,13,3,3,2,21,77.71,0.21,4.8,16.19,373.0,0.03,20.72,10,0,1,0,8,5,15,6,5,0
13049,1,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,0,3,1,3,1,1,0
13050,2,2,1,2,9,27.0,0.14,7.0,3.86,189.0,0.01,10.5,0,0,0,0,7,1,7,2,3,0
13051,3,3,3,2,14,53.3,0.22,4.5,11.85,239.86,0.02,13.33,1,0,0,0,9,5,9,5,5,0
13052,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0,0,0,0,3,2,3,2,1,0
